epoch,train_loss,train_rmse,train_r2,train_nll,valid_loss,valid_rmse,valid_r2,valid_nll,test_loss,test_rmse,test_r2,test_nll,test_aleatoric,test_epistemic
93,-0.163103,0.735269,0.901718,-0.16363,6.193865,1.25081,0.691282,6.192008,5.146582,1.317961,0.68064,5.144853,0.280203,2.516612
94,-0.169799,0.735066,0.901772,-0.170318,6.240709,1.252623,0.690387,6.23885,5.175755,1.318212,0.680518,5.174027,0.284724,2.618048
95,-0.170063,0.735061,0.901773,-0.170588,6.305277,1.252246,0.690573,6.303423,5.225004,1.318295,0.680477,5.223279,0.292391,2.773033
96,-0.184451,0.735151,0.901749,-0.184971,6.312056,1.251758,0.690814,6.310203,5.225914,1.318848,0.680209,5.22419,0.298464,3.008696
97,-0.180957,0.734961,0.9018,-0.181479,6.356678,1.249638,0.69186,6.354816,5.269653,1.31786,0.680688,5.267919,0.300668,2.988685
98,-0.182187,0.734916,0.901812,-0.182716,6.363972,1.250776,0.691299,6.362118,5.262864,1.317937,0.680651,5.261136,0.305893,3.083647
99,-0.192369,0.735036,0.90178,-0.19289,6.413987,1.254439,0.689488,6.412127,5.307913,1.318884,0.680192,5.306182,0.308262,3.188644
100,-0.187413,0.734764,0.901853,-0.187938,6.513772,1.252082,0.690654,6.511901,5.375997,1.31813,0.680557,5.374257,0.308155,3.207221
101,-0.199242,0.734978,0.901796,-0.199765,6.548373,1.25208,0.690655,6.546496,5.403513,1.318325,0.680463,5.401766,0.321074,3.394732
102,-0.197761,0.734854,0.901829,-0.198294,6.629596,1.253191,0.690105,6.627721,5.460287,1.318772,0.680246,5.458541,0.319168,3.356905
103,-0.204495,0.734856,0.901828,-0.205018,6.67537,1.252443,0.690475,6.673484,5.491109,1.318399,0.680427,5.489354,0.327605,3.528528
104,-0.208969,0.734787,0.901847,-0.209494,6.70696,1.251139,0.69112,6.705076,5.520054,1.318495,0.680381,5.518295,0.331086,3.782528
105,-0.212035,0.734738,0.90186,-0.212563,6.735994,1.252542,0.690426,6.734102,5.536318,1.318255,0.680497,5.534557,0.337181,3.603755
106,-0.21662,0.73486,0.901827,-0.217147,6.749556,1.253147,0.690127,6.747658,5.540184,1.318887,0.68019,5.538418,0.348852,4.05578
107,-0.211717,0.734482,0.901928,-0.212246,6.832593,1.252232,0.690579,6.830697,5.609447,1.318773,0.680246,5.607681,0.345746,3.972925
108,-0.221237,0.734585,0.901901,-0.221766,6.857567,1.25203,0.690679,6.855662,5.632044,1.318723,0.68027,5.630268,0.3503,4.089856
109,-0.224163,0.73475,0.901857,-0.224691,6.872706,1.253556,0.689925,6.870797,5.627704,1.319009,0.680131,5.625928,0.357226,4.192851
110,-0.221356,0.73453,0.901915,-0.221889,6.965405,1.252408,0.690493,6.963488,5.705661,1.31823,0.680509,5.703875,0.357011,4.367614
111,-0.228154,0.734744,0.901858,-0.228684,6.938222,1.253551,0.689927,6.936302,5.681019,1.318697,0.680283,5.679232,0.369901,4.710347
112,-0.220238,0.734665,0.901879,-0.220778,6.966076,1.252456,0.690469,6.964158,5.7015,1.318604,0.680328,5.699712,0.375518,4.653512
113,-0.229232,0.73454,0.901913,-0.229766,6.994244,1.252413,0.69049,6.992319,5.714414,1.318918,0.680175,5.712622,0.382599,5.035458
114,-0.241571,0.734681,0.901875,-0.242104,7.146066,1.252537,0.690429,7.144125,5.832173,1.31866,0.680301,5.830364,0.368557,4.589053
115,-0.235275,0.734683,0.901874,-0.235812,7.026518,1.253691,0.689858,7.024588,5.732274,1.318576,0.680341,5.730477,0.389507,4.992369
116,-0.235958,0.73457,0.901905,-0.236495,7.142806,1.255107,0.689157,7.14086,5.830504,1.319445,0.67992,5.828691,0.380641,4.953796
117,-0.240651,0.734709,0.901868,-0.241189,7.17869,1.253287,0.690058,7.176739,5.858163,1.318661,0.6803,5.856344,0.387936,4.942112
118,-0.242472,0.73441,0.901947,-0.243013,7.190345,1.254336,0.689539,7.188385,5.855366,1.319721,0.679786,5.85354,0.39855,5.196599
119,-0.240789,0.734614,0.901893,-0.24133,7.257656,1.254498,0.689459,7.25569,5.910728,1.318461,0.680397,5.908896,0.396462,5.236151
120,-0.248046,0.734483,0.901928,-0.248591,7.264264,1.253937,0.689736,7.262295,5.906088,1.319637,0.679827,5.904252,0.411704,5.4027
121,-0.257993,0.73439,0.901953,-0.258537,7.278347,1.253677,0.689865,7.276377,5.916958,1.31931,0.679986,5.915121,0.41098,5.413122
122,-0.268855,0.734365,0.901959,-0.269399,7.283938,1.253774,0.689817,7.281968,5.921665,1.319271,0.680004,5.919828,0.412099,5.472574
123,-0.269756,0.734375,0.901957,-0.270299,7.31606,1.253783,0.689813,7.314087,5.948992,1.319165,0.680055,5.947153,0.409867,5.460916
124,-0.275174,0.734351,0.901963,-0.275723,7.339513,1.2539,0.689755,7.337538,5.966421,1.319152,0.680062,5.96458,0.408624,5.455092
125,-0.282148,0.734349,0.901964,-0.28269,7.357651,1.253537,0.689934,7.355675,5.981723,1.319122,0.680077,5.97988,0.408092,5.480908
126,-0.277424,0.734344,0.901965,-0.277968,7.390841,1.253622,0.689892,7.388863,6.006992,1.319126,0.680075,6.005147,0.406228,5.443695
127,-0.280614,0.734344,0.901965,-0.281158,7.398877,1.253486,0.68996,7.396898,6.013371,1.319095,0.68009,6.011525,0.406352,5.455237
128,-0.282093,0.734331,0.901969,-0.282637,7.407033,1.253521,0.689942,7.405054,6.019508,1.31912,0.680078,6.017663,0.407135,5.477332
129,-0.283657,0.73437,0.901958,-0.284199,7.424973,1.253626,0.68989,7.422994,6.033381,1.319142,0.680067,6.031535,0.407282,5.5034
130,-0.276967,0.734325,0.90197,-0.277516,7.452838,1.253886,0.689762,7.450855,6.054894,1.319203,0.680037,6.053046,0.405262,5.484251
131,-0.280691,0.734267,0.901985,-0.281234,7.456024,1.254261,0.689576,7.454043,6.057157,1.319332,0.679975,6.05531,0.406764,5.53005
132,-0.27619,0.734317,0.901972,-0.276734,7.460697,1.253753,0.689827,7.458715,6.060259,1.319118,0.680079,6.058411,0.407732,5.524471
133,-0.279685,0.73432,0.901971,-0.280231,7.465413,1.253616,0.689895,7.463432,6.064358,1.319136,0.68007,6.06251,0.408409,5.562835
134,-0.276301,0.734303,0.901976,-0.276851,7.472647,1.254037,0.689687,7.470665,6.066837,1.319195,0.680041,6.06499,0.409587,5.597233
135,-0.275431,0.734331,0.901968,-0.275977,7.48053,1.253629,0.689889,7.478548,6.073925,1.319169,0.680054,6.072077,0.410573,5.626552
136,-0.281578,0.734332,0.901968,-0.282126,7.487478,1.253921,0.689744,7.485496,6.077539,1.319236,0.680021,6.075691,0.411407,5.647571
137,-0.272932,0.734309,0.901974,-0.273477,7.497541,1.253819,0.689795,7.495557,6.085603,1.319212,0.680033,6.083755,0.411714,5.695601
138,-0.275647,0.734294,0.901978,-0.276196,7.497416,1.253928,0.689741,7.495433,6.084205,1.31917,0.680053,6.082357,0.413526,5.691781
139,-0.276767,0.734326,0.90197,-0.277311,7.510634,1.253996,0.689707,7.508651,6.09397,1.319205,0.680036,6.092122,0.414364,5.727709
140,-0.284348,0.7343,0.901977,-0.284894,7.526445,1.254124,0.689644,7.524461,6.106425,1.319211,0.680034,6.104576,0.41315,5.722985
141,-0.279316,0.734335,0.901967,-0.279863,7.532306,1.254383,0.689516,7.530322,6.111355,1.319356,0.679963,6.109505,0.41467,5.776347
142,-0.284799,0.734312,0.901973,-0.285343,7.533311,1.253598,0.689904,7.531325,6.110355,1.319184,0.680046,6.108505,0.416398,5.780946
143,-0.287698,0.734334,0.901968,-0.288243,7.553713,1.254308,0.689553,7.551727,6.126914,1.319326,0.679978,6.125063,0.414699,5.76296
144,-0.2787,0.734322,0.901971,-0.279245,7.547457,1.253798,0.689805,7.545471,6.121059,1.319242,0.680019,6.119208,0.417233,5.806223
145,-0.286915,0.734342,0.901965,-0.28746,7.561777,1.25409,0.689661,7.55979,6.131402,1.319257,0.680011,6.129551,0.417657,5.809275
146,-0.282956,0.734307,0.901975,-0.283502,7.57363,1.254368,0.689523,7.571643,6.140972,1.319319,0.679981,6.139119,0.418338,5.833264
147,-0.287741,0.734314,0.901973,-0.288288,7.579443,1.254069,0.689671,7.577455,6.145507,1.319235,0.680022,6.143655,0.419353,5.866237
148,-0.288105,0.734317,0.901972,-0.288648,7.58797,1.25391,0.68975,7.585981,6.150904,1.31923,0.680024,6.149051,0.420481,5.912769
149,-0.293764,0.734303,0.901976,-0.294308,7.591636,1.25373,0.689839,7.589647,6.153545,1.319258,0.680011,6.151691,0.421852,5.964918
150,-0.285507,0.734289,0.90198,-0.286053,7.588685,1.253795,0.689807,7.586697,6.150443,1.31924,0.680019,6.14859,0.424197,6.012062
