epoch,train_loss,train_rmse,train_r2,train_nll,valid_loss,valid_rmse,valid_r2,valid_nll,test_loss,test_rmse,test_r2,test_nll,test_aleatoric,test_epistemic
121,-1.850353,0.429224,0.966507,-1.850635,6.450592,1.149755,0.739151,6.447464,6.295931,1.185251,0.741717,6.292856,0.736032,0.114627
122,-1.881728,0.429118,0.966524,-1.882009,6.462957,1.149956,0.739059,6.459815,6.306315,1.185228,0.741726,6.303228,0.755597,0.116613
123,-1.913444,0.429065,0.966532,-1.913722,6.47195,1.150035,0.739023,6.468795,6.315916,1.185222,0.741729,6.312815,0.776337,0.118735
124,-1.92699,0.429045,0.966535,-1.927268,6.487876,1.15004,0.739021,6.484703,6.33067,1.185172,0.741751,6.327551,0.807907,0.121992
125,-1.939547,0.429085,0.966529,-1.939825,6.503681,1.150416,0.73885,6.500488,6.346307,1.185445,0.741632,6.343169,0.841827,0.125497
126,-1.937495,0.429024,0.966539,-1.937775,6.51574,1.150259,0.738922,6.512532,6.358626,1.18525,0.741717,6.355474,0.872669,0.128756
127,-1.938185,0.429,0.966542,-1.938467,6.526866,1.150354,0.738879,6.523641,6.37038,1.185396,0.741653,6.367212,0.90602,0.132227
128,-1.938602,0.428988,0.966544,-1.938885,6.535015,1.150434,0.738842,6.531777,6.379911,1.1854,0.741651,6.37673,0.934192,0.135158
129,-1.957358,0.428971,0.966547,-1.957639,6.544626,1.15063,0.738753,6.541373,6.388032,1.18558,0.741573,6.384838,0.966134,0.138624
130,-1.946547,0.428978,0.966546,-1.946831,6.551394,1.150492,0.738816,6.548128,6.395965,1.185582,0.741572,6.392757,1.001813,0.142433
131,-1.944948,0.428984,0.966545,-1.945244,6.561618,1.150422,0.738848,6.558336,6.407097,1.18545,0.74163,6.403874,1.039395,0.146373
132,-1.959218,0.428955,0.966549,-1.959503,6.567411,1.150595,0.738769,6.564117,6.413523,1.185628,0.741552,6.410287,1.073429,0.150014
133,-1.963349,0.428963,0.966548,-1.963634,6.576839,1.150579,0.738776,6.573531,6.422035,1.185479,0.741617,6.418787,1.110694,0.153979
134,-1.972758,0.42895,0.96655,-1.973042,6.58398,1.150475,0.738824,6.58066,6.429938,1.185472,0.74162,6.426677,1.144683,0.157515
135,-1.960187,0.428957,0.966549,-1.960475,6.587369,1.150505,0.73881,6.584038,6.433638,1.185571,0.741577,6.430366,1.182372,0.161605
136,-1.968701,0.428972,0.966547,-1.968988,6.593679,1.150473,0.738824,6.590336,6.440295,1.185541,0.74159,6.437011,1.216302,0.165126
137,-1.960617,0.428948,0.96655,-1.960907,6.598993,1.150538,0.738795,6.595639,6.445135,1.185519,0.741599,6.441841,1.249281,0.168573
138,-1.974454,0.428916,0.966555,-1.974744,6.604914,1.15055,0.73879,6.601548,6.451233,1.185567,0.741579,6.447926,1.288235,0.172638
139,-1.970022,0.428941,0.966551,-1.970311,6.609664,1.150543,0.738793,6.606287,6.455674,1.185515,0.741601,6.452357,1.322022,0.176129
140,-1.97541,0.428904,0.966557,-1.975698,6.613256,1.150555,0.738787,6.609869,6.460979,1.185615,0.741558,6.457653,1.355058,0.179502
141,-1.965715,0.428884,0.96656,-1.966008,6.616965,1.150707,0.738719,6.613569,6.464359,1.18569,0.741525,6.461023,1.390213,0.18323
142,-1.971151,0.428889,0.96656,-1.971442,6.621484,1.150827,0.738664,6.618077,6.46789,1.185763,0.741493,6.464544,1.42503,0.186764
143,-1.980463,0.428916,0.966555,-1.980753,6.626632,1.150742,0.738702,6.623214,6.473355,1.185712,0.741515,6.469998,1.463858,0.190713
144,-1.964453,0.42889,0.966559,-1.964747,6.629847,1.15059,0.738772,6.626418,6.478296,1.185584,0.741571,6.474929,1.506064,0.195009
145,-1.977517,0.428887,0.96656,-1.97781,6.634414,1.150622,0.738757,6.630975,6.482901,1.185601,0.741564,6.479523,1.545069,0.198985
146,-1.980369,0.428865,0.966563,-1.980662,6.633699,1.150548,0.738791,6.630253,6.482439,1.185625,0.741553,6.479054,1.577129,0.202355
147,-1.981617,0.428875,0.966562,-1.98191,6.637702,1.150756,0.738696,6.634247,6.485224,1.185682,0.741529,6.481831,1.612484,0.205964
148,-1.969795,0.42886,0.966564,-1.970102,6.640224,1.150658,0.738741,6.636758,6.488771,1.185709,0.741517,6.485368,1.652562,0.209969
149,-1.97984,0.42886,0.966564,-1.980135,6.645979,1.150937,0.738614,6.642504,6.492703,1.185818,0.741469,6.489291,1.691323,0.213916
150,-1.985497,0.428848,0.966566,-1.985791,6.647561,1.150854,0.738651,6.644077,6.495855,1.185777,0.741487,6.492434,1.730509,0.217892
